timestamp,filename,seconds,dataRate,simTime,packetSize,numberOfUes,00:00 ? 08:00,08:00 ? 12:00,12:00 ? 17:00,17:00 ? 20:00,20:00 ? 00:00
Tue Aug 22 16:40:16 1995,/SDSC/Partners/vrml/Images/cube.gif,60016,70.32,2,151,3,,,,,
Tue Aug 22 16:40:17 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60017,534.53,3,323,2,,,,,
Tue Aug 22 16:40:18 1995,/SDSC/Partners/vrml/software/browsers.html,60018,364.22,2,182,9,,,,,
Tue Aug 22 16:40:22 1995,/SDSC/Partners/vrml/repos_software.html,60022,387.05,2,440,6,,,,,
Tue Aug 22 16:40:25 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60025,409.49,1,191,5,,,,,
Tue Aug 22 16:40:27 1995,/SDSC/Partners/vrml/software/browsers.html,60027,364.22,2,182,12,,,,,
Tue Aug 22 16:40:28 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60028,409.49,1,191,7,,,,,
Tue Aug 22 16:40:31 1995,/,60031,233.89,4,430,5,,,,,
Tue Aug 22 16:40:33 1995,/images/biglogo.gif,60033,348.38,1,80,10,,,,,
Tue Aug 22 16:40:33 1995,/images/redbar.gif,60033,186.32,4,440,3,,,,,
Tue Aug 22 16:40:33 1995,/images/blackbar.gif,60033,4.71,4,406,15,,,,,
Tue Aug 22 16:40:33 1995,/surf/Images/orange_hs.gif,60033,208.7,1,110,14,,,,,
Tue Aug 22 16:40:34 1995,,60034,,,,3,,,,,
Tue Aug 22 16:40:34 1995,,60034,,,,3,,,,,
Tue Aug 22 16:40:34 1995,,60034,,,,11,,,,,
Tue Aug 22 16:40:35 1995,/vrml,60035,73.11,3,316,1,,,,,
Tue Aug 22 16:40:39 1995,/SDSC/Geninfo/SDarea/Images/sdarea.GIF,60039,139.28,3,226,3,,,,,
Tue Aug 22 16:40:41 1995,,60041,,,,11,,,,,
Tue Aug 22 16:40:41 1995,,60041,,,,3,,,,,
Tue Aug 22 16:40:41 1995,,60041,,,,3,,,,,
Tue Aug 22 16:40:45 1995,/vrml,60045,73.11,3,316,7,,,,,
Tue Aug 22 16:40:47 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60047,450.42,1,380,2,,,,,
Tue Aug 22 16:40:47 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60047,534.53,3,323,9,,,,,
Tue Aug 22 16:40:47 1995,/SDSC/Partners/vrml/Images/cube.gif,60047,70.32,2,151,14,,,,,
Tue Aug 22 16:40:47 1995,/SDSC/Partners/vrml/Images/cone.gif,60047,127.44,4,60,10,,,,,
Tue Aug 22 16:40:51 1995,/SDSC/Geninfo/Internet,60051,125.48,1,405,7,,,,,
Tue Aug 22 16:41:05 1995,/SDSC/Educ_Outreach/Boutwell/boutwell.html,60065,426.61,3,417,12,,,,,
Tue Aug 22 16:41:05 1995,/,60065,233.89,4,430,2,,,,,
Tue Aug 22 16:41:07 1995,/images/iotw.gif,60067,392.72,4,64,15,,,,,
Tue Aug 22 16:41:07 1995,/images/blackbar.gif,60067,4.71,4,406,3,,,,,
Tue Aug 22 16:41:14 1995,/vrml,60074,73.11,3,316,15,,,,,
Tue Aug 22 16:41:21 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60081,450.42,1,380,3,,,,,
Tue Aug 22 16:41:42 1995,/SDSC/Partners/vrml,60102,350.2,4,255,2,,,,,
Tue Aug 22 16:41:44 1995,/SDSC/Partners/vrml/Images/cone.gif,60104,127.44,4,60,2,,,,,
Tue Aug 22 16:41:44 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60104,450.42,1,380,11,,,,,
Tue Aug 22 16:41:44 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60104,534.53,3,323,8,,,,,
Tue Aug 22 16:41:44 1995,/SDSC/Partners/vrml/Images/cube.gif,60104,70.32,2,151,15,,,,,
Tue Aug 22 16:41:57 1995,/IOTW/iotw.html,60117,217.42,2,70,6,,,,,
Tue Aug 22 16:41:58 1995,/images/logo.gif,60118,280.91,1,95,2,,,,,
Tue Aug 22 16:41:59 1995,/IOTW/week34/mandewheel-rgb.GIF,60119,121.93,1,395,10,,,,,
Tue Aug 22 16:42:02 1995,/SDSC/Partners/vrml/repos_software.html,60122,387.05,2,440,12,,,,,
Tue Aug 22 16:42:03 1995,/wow/situr/bel-main.html,60123,463.55,1,267,7,,,,,
Tue Aug 22 16:42:06 1995,/vrml,60126,73.11,3,316,7,,,,,
Tue Aug 22 16:42:06 1995,/wow/situr/belair-x.jpg,60126,378.42,2,157,5,,,,,
Tue Aug 22 16:42:07 1995,/vrml,60127,73.11,3,316,13,,,,,
Tue Aug 22 16:42:09 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60129,450.42,1,380,11,,,,,
Tue Aug 22 16:42:09 1995,/SDSC/Partners/vrml/Images/cone.gif,60129,127.44,4,60,8,,,,,
Tue Aug 22 16:42:10 1995,/SDSC/Partners/vrml/software/browsers.html,60130,364.22,2,182,14,,,,,
Tue Aug 22 16:42:12 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60132,450.42,1,380,3,,,,,
Tue Aug 22 16:42:12 1995,/SDSC/Partners/vrml/Images/cube.gif,60132,70.32,2,151,15,,,,,
Tue Aug 22 16:42:12 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60132,409.49,1,191,7,,,,,
Tue Aug 22 16:42:15 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60135,534.53,3,323,7,,,,,
Tue Aug 22 16:42:19 1995,/vrml,60139,73.11,3,316,6,,,,,
Tue Aug 22 16:42:20 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60140,534.53,3,323,4,,,,,
Tue Aug 22 16:42:25 1995,/SDSC/Partners/vrml/Images/cube.gif,60145,70.32,2,151,11,,,,,
Tue Aug 22 16:42:25 1995,/SDSC/Partners/vrml/Images/cone.gif,60145,127.44,4,60,15,,,,,
Tue Aug 22 16:42:25 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60145,450.42,1,380,9,,,,,
Tue Aug 22 16:42:32 1995,/SDSC/Partners/vrml/Images/cone.gif,60152,127.44,4,60,9,,,,,
Tue Aug 22 16:42:43 1995,/SDSC/Partners/vrml/repos_software.html,60163,387.05,2,440,10,,,,,
Tue Aug 22 16:42:44 1995,/SDSC/Partners/vrml/Images/cube.gif,60164,70.32,2,151,13,,,,,
Tue Aug 22 16:42:45 1995,/SDSCwire/v1.2/2006.wheelchair.html,60165,426.21,1,359,13,,,,,
Tue Aug 22 16:42:47 1995,/vrml,60167,73.11,3,316,6,,,,,
Tue Aug 22 16:42:51 1995,/SDSC/Partners/vrml/software/browsers.html,60171,364.22,2,182,2,,,,,
Tue Aug 22 16:42:53 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60173,409.49,1,191,2,,,,,
Tue Aug 22 16:42:53 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60173,534.53,3,323,15,,,,,
Tue Aug 22 16:42:53 1995,/SDSC/Partners/vrml/Images/cone.gif,60173,127.44,4,60,13,,,,,
Tue Aug 22 16:42:55 1995,/SDSC/Partners/vrml/repos_software.html,60175,387.05,2,440,8,,,,,
Tue Aug 22 16:42:59 1995,/SDSC/Partners/vrml/Images/cone.gif,60179,127.44,4,60,8,,,,,
Tue Aug 22 16:43:00 1995,/wow/mexico/resort/belair2.html,60180,344,4,111,6,,,,,
Tue Aug 22 16:43:02 1995,/SDSC/Partners/vrml/Images/cube.gif,60182,70.32,2,151,7,,,,,
Tue Aug 22 16:43:03 1995,/wow/mexico/resort/bellogod.gif,60183,588.07,4,193,12,,,,,
Tue Aug 22 16:43:03 1995,/wow/mexico/turtleb.gif,60183,326.51,1,388,9,,,,,
Tue Aug 22 16:43:03 1995,/wow/mexico/resort/poolfld.gif,60183,270.49,1,214,9,,,,,
Tue Aug 22 16:43:07 1995,/SDSC/Partners/vrml/Images/cube.gif,60187,70.32,2,151,8,,,,,
Tue Aug 22 16:43:07 1995,/SDSC/Partners/vrml/Images/cone.gif,60187,127.44,4,60,15,,,,,
Tue Aug 22 16:43:07 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60187,450.42,1,380,15,,,,,
Tue Aug 22 16:43:08 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60188,534.53,3,323,10,,,,,
Tue Aug 22 16:43:15 1995,/wow/mexico/mexico.html,60195,424.95,4,70,5,,,,,
Tue Aug 22 16:43:15 1995,/SDSC/Partners/vrml/examples.html,60195,68.84,4,229,2,,,,,
Tue Aug 22 16:43:19 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60199,409.49,1,191,8,,,,,
Tue Aug 22 16:43:19 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60199,409.49,1,191,13,,,,,
Tue Aug 22 16:43:45 1995,/surfrider.html,60225,61.8,4,75,13,,,,,
Tue Aug 22 16:43:48 1995,/wow/mexico/cancun/mayaruin.html,60228,376.77,4,397,1,,,,,
Tue Aug 22 16:43:50 1995,/wow/mexico/cancun/pyr.gif,60230,386.82,2,338,3,,,,,
Tue Aug 22 16:43:51 1995,/wow/mexico/cancun/tulum3.gif,60231,539.57,4,221,4,,,,,
Tue Aug 22 16:43:51 1995,/wow/mexico/cancun/chichen.gif,60231,336.33,2,378,15,,,,,
Tue Aug 22 16:43:51 1995,/wow/mexico/cancun/archeo1.gif,60231,331.76,3,240,2,,,,,
Tue Aug 22 16:43:53 1995,/wow/mexico/m7-win.jpg,60233,296.79,2,495,4,,,,,
Tue Aug 22 16:43:57 1995,/wow/mexico/cancun/chichen.jpg,60237,537.55,4,171,1,,,,,
Tue Aug 22 16:44:00 1995,/SDSC/Partners/vrml/Images/cone.gif,60240,127.44,4,60,14,,,,,
Tue Aug 22 16:44:02 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60242,534.53,3,323,11,,,,,
Tue Aug 22 16:44:03 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60243,450.42,1,380,3,,,,,
Tue Aug 22 16:44:04 1995,/wow/mexico/maps/maps.html,60244,232.92,4,130,9,,,,,
Tue Aug 22 16:44:06 1995,/wow/mexico/sport/golfmapd.gif,60246,520.89,4,341,1,,,,,
Tue Aug 22 16:44:09 1995,/SDSC/Partners/vrml/bib.html,60249,578.85,1,396,5,,,,,
Tue Aug 22 16:44:11 1995,/SDSC/Partners/vrml/doc.html,60251,521.4,3,304,9,,,,,
Tue Aug 22 16:44:13 1995,/SDSC/Partners/vrml,60253,350.2,4,255,2,,,,,
Tue Aug 22 16:44:15 1995,/SDSC/Partners/vrml/Images/cone.gif,60255,127.44,4,60,7,,,,,
Tue Aug 22 16:44:16 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60256,450.42,1,380,7,,,,,
Tue Aug 22 16:44:16 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60256,534.53,3,323,1,,,,,
Tue Aug 22 16:44:19 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60259,409.49,1,191,6,,,,,
Tue Aug 22 16:44:23 1995,/wow/mexico/turtleb.gif,60263,326.51,1,388,1,,,,,
Tue Aug 22 16:44:23 1995,/wow/mexico/resort/bellogod.gif,60263,588.07,4,193,6,,,,,
Tue Aug 22 16:44:23 1995,/wow/mexico/resort/poolfld.gif,60263,270.49,1,214,6,,,,,
Tue Aug 22 16:44:33 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60273,409.49,1,191,8,,,,,
Tue Aug 22 16:44:35 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60275,450.42,1,380,13,,,,,
Tue Aug 22 16:44:41 1995,/SDSC/Geninfo/Internet/books,60281,58.36,2,398,14,,,,,
Tue Aug 22 16:44:51 1995,,60291,,,,2,,,,,
Tue Aug 22 16:44:51 1995,,60291,,,,8,,,,,
Tue Aug 22 16:44:51 1995,,60291,,,,14,,,,,
Tue Aug 22 16:44:53 1995,/SDSC/Partners/vrml/Images/cone.gif,60293,127.44,4,60,3,,,,,
Tue Aug 22 16:44:54 1995,/SDSC/Partners/vrml/doc.html,60294,521.4,3,304,9,,,,,
Tue Aug 22 16:44:56 1995,/SDSC/Partners/vrml/Images/cube.gif,60296,70.32,2,151,1,,,,,
Tue Aug 22 16:44:57 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60297,409.49,1,191,1,,,,,
Tue Aug 22 16:44:59 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60299,534.53,3,323,12,,,,,
Tue Aug 22 16:45:22 1995,/SDSC/Partners/vrml/examples.html,60322,68.84,4,229,3,,,,,
Tue Aug 22 16:45:36 1995,/SDSC/Partners/vrml/software/browsers.html,60336,364.22,2,182,6,,,,,
Tue Aug 22 16:45:43 1995,/vrml,60343,73.11,3,316,8,,,,,
Tue Aug 22 16:45:45 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60345,450.42,1,380,15,,,,,
Tue Aug 22 16:45:45 1995,/SDSC/Partners/vrml/Images/cone.gif,60345,127.44,4,60,13,,,,,
Tue Aug 22 16:45:45 1995,/SDSC/Partners/vrml/Images/cube.gif,60345,70.32,2,151,6,,,,,
Tue Aug 22 16:45:45 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60345,534.53,3,323,14,,,,,
Tue Aug 22 16:45:45 1995,,60345,,,,2,,,,,
Tue Aug 22 16:45:45 1995,,60345,,,,5,,,,,
Tue Aug 22 16:45:46 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60346,409.49,1,191,13,,,,,
Tue Aug 22 16:45:46 1995,/wow/mexico/resort/belair2.html,60346,344,4,111,3,,,,,
Tue Aug 22 16:45:51 1995,/wow/mexico/turtleb.gif,60351,326.51,1,388,4,,,,,
Tue Aug 22 16:45:52 1995,/wow/mexico/resort/bellogod.gif,60352,588.07,4,193,8,,,,,
Tue Aug 22 16:45:52 1995,/vrml,60352,73.11,3,316,11,,,,,
Tue Aug 22 16:45:52 1995,/wow/mexico/resort/poolfld.gif,60352,270.49,1,214,3,,,,,
Tue Aug 22 16:45:54 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60354,450.42,1,380,6,,,,,
Tue Aug 22 16:45:54 1995,/SDSC/Partners/vrml/Images/cube.gif,60354,70.32,2,151,12,,,,,
Tue Aug 22 16:45:54 1995,/SDSC/Partners/vrml/Images/cone.gif,60354,127.44,4,60,13,,,,,
Tue Aug 22 16:46:02 1995,/MetaScience/search_help.html,60362,334.13,1,483,3,,,,,
Tue Aug 22 16:46:04 1995,/MetaScience/Images/MetaCenter_Info.gif,60364,462.38,3,376,8,,,,,
Tue Aug 22 16:46:04 1995,/MetaScience/Images/Browse.gif,60364,128.36,2,119,1,,,,,
Tue Aug 22 16:46:04 1995,/MetaScience/Images/Search.gif,60364,147.87,2,203,10,,,,,
Tue Aug 22 16:46:04 1995,/SDSC/Partners/vrml/examples.html,60364,68.84,4,229,8,,,,,
Tue Aug 22 16:46:05 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60365,409.49,1,191,6,,,,,
Tue Aug 22 16:46:07 1995,/Events/vrml95,60367,359.33,1,406,4,,,,,
Tue Aug 22 16:46:08 1995,/Events/vrml95/red_dot.gif,60368,207.26,1,499,10,,,,,
Tue Aug 22 16:46:16 1995,/EnablingTech/Visualization/vrml/webview.html,60376,445.63,2,457,4,,,,,
Tue Aug 22 16:46:18 1995,/wow/mexico/arch/museum.html,60378,414.03,4,444,3,,,,,
Tue Aug 22 16:46:20 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60380,450.42,1,380,9,,,,,
Tue Aug 22 16:46:20 1995,/SDSC/Partners/vrml/Images/cube.gif,60380,70.32,2,151,9,,,,,
Tue Aug 22 16:46:20 1995,/SDSC/Partners/vrml/Images/cone.gif,60380,127.44,4,60,8,,,,,
Tue Aug 22 16:46:20 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,60380,400.6,2,314,12,,,,,
Tue Aug 22 16:46:21 1995,/wow/mexico/buttons/winbard.gif,60381,25.84,1,83,12,,,,,
Tue Aug 22 16:46:21 1995,/wow/mexico/city/museum.jpg,60381,444.74,4,346,4,,,,,
Tue Aug 22 16:46:23 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60383,534.53,3,323,10,,,,,
Tue Aug 22 16:46:41 1995,/SDSC/Partners/vrml/examples.html,60401,68.84,4,229,15,,,,,
Tue Aug 22 16:46:46 1995,/wow/mexico/cancun/chichen.gif,60406,336.33,2,378,2,,,,,
Tue Aug 22 16:46:48 1995,/wow/mexico/cancun/archeo.jpg,60408,551.32,3,126,5,,,,,
Tue Aug 22 16:46:48 1995,/wow/mexico/cancun/tulum3.gif,60408,539.57,4,221,3,,,,,
Tue Aug 22 16:46:49 1995,/wow/mexico/cancun/archeo1.gif,60409,331.76,3,240,6,,,,,
Tue Aug 22 16:46:50 1995,/SDSC/Partners/vrml/software/modelers.html,60410,4.75,2,261,4,,,,,
Tue Aug 22 16:46:53 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60413,409.49,1,191,9,,,,,
Tue Aug 22 16:47:03 1995,/wow/mexico/cancun/canmap.html,60423,134.37,1,98,11,,,,,
Tue Aug 22 16:47:04 1995,/wow/mexico/cancun/can_map.jpg,60424,240.62,2,484,1,,,,,
Tue Aug 22 16:47:32 1995,/SDSC/Geninfo/Internet,60452,125.48,1,405,6,,,,,
Tue Aug 22 16:47:36 1995,/SDSC/Staff/joshuap/sensory_dep.html,60456,99.95,3,140,1,,,,,
Tue Aug 22 16:47:38 1995,/SDSC/Staff/joshuap/Images/eyes.gif,60458,567.88,4,408,3,,,,,
Tue Aug 22 16:47:47 1995,/EnablingTech/Visualization/vrml/webview.html,60467,445.63,2,457,3,,,,,
Tue Aug 22 16:47:49 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,60469,400.6,2,314,8,,,,,
Tue Aug 22 16:48:05 1995,/SDSC/Staff/joshuap,60485,535.33,1,112,6,,,,,
Tue Aug 22 16:48:21 1995,/SDSC/Partners/vrml,60501,350.2,4,255,14,,,,,
Tue Aug 22 16:48:28 1995,/SDSC/Partners/vrml/doc.html,60508,521.4,3,304,10,,,,,
Tue Aug 22 16:48:29 1995,/SDSC/Partners/vrml/software/develop_lib-vrml.html,60509,522.29,1,192,12,,,,,
Tue Aug 22 16:48:31 1995,,60511,,,,15,,,,,
Tue Aug 22 16:48:31 1995,,60511,,,,6,,,,,
Tue Aug 22 16:48:32 1995,/SDSC/Partners/vrml/examples.html,60512,68.84,4,229,4,,,,,
Tue Aug 22 16:48:35 1995,/SDSC/Partners/vrml/Images/cone.gif,60515,127.44,4,60,6,,,,,
Tue Aug 22 16:48:35 1995,/SDSC/Partners/vrml/Images/cube.gif,60515,70.32,2,151,12,,,,,
Tue Aug 22 16:48:36 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60516,409.49,1,191,1,,,,,
Tue Aug 22 16:48:49 1995,/vrml,60529,73.11,3,316,4,,,,,
Tue Aug 22 16:48:52 1995,/vrml,60532,73.11,3,316,6,,,,,
Tue Aug 22 16:48:52 1995,/SDSC/Partners/vrml/Images/cone.gif,60532,127.44,4,60,9,,,,,
Tue Aug 22 16:48:52 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60532,450.42,1,380,3,,,,,
Tue Aug 22 16:48:52 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60532,534.53,3,323,4,,,,,
Tue Aug 22 16:48:52 1995,/SDSC/Partners/vrml/Images/cube.gif,60532,70.32,2,151,11,,,,,
Tue Aug 22 16:48:59 1995,/SDSC/Partners/vrml/repos_mailing.html,60539,141.16,1,439,10,,,,,
Tue Aug 22 16:49:10 1995,/SDSC/Partners/vrml/software/modelers.html,60550,4.75,2,261,4,,,,,
Tue Aug 22 16:49:39 1995,/SDSC/Partners/vrml/software/browsers.html,60579,364.22,2,182,12,,,,,
Tue Aug 22 16:49:41 1995,/CompSci/Xtal/ACA/Jobs/jobs.html,60581,322.69,4,118,14,,,,,
Tue Aug 22 16:49:43 1995,/vrml,60583,73.11,3,316,9,,,,,
Tue Aug 22 16:49:48 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60588,450.42,1,380,3,,,,,
Tue Aug 22 16:49:54 1995,/SDSC/Partners/vrml/software/browsers.html,60594,364.22,2,182,13,,,,,
Tue Aug 22 16:49:57 1995,/SDSC/Geninfo/Internet,60597,125.48,1,405,2,,,,,
Tue Aug 22 16:49:58 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60598,534.53,3,323,9,,,,,
Tue Aug 22 16:50:05 1995,/images/logo.gif,60605,280.91,1,95,5,,,,,
Tue Aug 22 16:50:08 1995,/EnablingTech/Visualization/vrml/webview.html,60608,445.63,2,457,5,,,,,
Tue Aug 22 16:50:10 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,60610,400.6,2,314,8,,,,,
Tue Aug 22 16:50:12 1995,/images/redbar.gif,60612,186.32,4,440,11,,,,,
Tue Aug 22 16:50:19 1995,/CompSci/Xtal/ACA/Jobs/pd.html,60619,118.8,2,429,1,,,,,
Tue Aug 22 16:50:25 1995,/SDSC/Geninfo/Internet/dial_up,60625,534.02,4,499,2,,,,,
Tue Aug 22 16:50:29 1995,/SDSC/Geninfo/Internet/dial_up/PDIAL,60629,403.09,4,164,3,,,,,
Tue Aug 22 16:50:38 1995,/SDSC/Partners/vrml/examples.html,60638,68.84,4,229,3,,,,,
Tue Aug 22 16:50:42 1995,/SDSC/Partners/vrml/software/browsers.html,60642,364.22,2,182,10,,,,,
Tue Aug 22 16:50:46 1995,/SDSC/Partners/vrml/Images/cone.gif,60646,127.44,4,60,4,,,,,
Tue Aug 22 16:50:46 1995,/SDSC/Partners/vrml/Images/cube.gif,60646,70.32,2,151,2,,,,,
Tue Aug 22 16:50:47 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60647,409.49,1,191,6,,,,,
Tue Aug 22 16:50:53 1995,/SDSC/Partners/vrml/software/browsers.html,60653,364.22,2,182,10,,,,,
Tue Aug 22 16:50:55 1995,/SDSC/Partners/vrml/Images/cone.gif,60655,127.44,4,60,1,,,,,
Tue Aug 22 16:50:55 1995,/SDSC/Partners/vrml/Images/cube.gif,60655,70.32,2,151,5,,,,,
Tue Aug 22 16:50:55 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60655,409.49,1,191,6,,,,,
Tue Aug 22 16:51:03 1995,/EnablingTech/InfoServers/HPDA.html,60663,501.12,1,181,12,,,,,
Tue Aug 22 16:51:03 1995,/ucsd.html,60663,246.99,4,264,13,,,,,
Tue Aug 22 16:51:05 1995,/images/logo.gif,60665,280.91,1,95,14,,,,,
Tue Aug 22 16:51:05 1995,/images/blackbar.gif,60665,4.71,4,406,1,,,,,
Tue Aug 22 16:51:20 1995,/ucsd.html,60680,246.99,4,264,2,,,,,
Tue Aug 22 16:51:22 1995,/images/redbar.gif,60682,186.32,4,440,1,,,,,
Tue Aug 22 16:51:22 1995,/images/logo.gif,60682,280.91,1,95,5,,,,,
Tue Aug 22 16:51:23 1995,/images/biglogo.gif,60683,348.38,1,80,14,,,,,
Tue Aug 22 16:51:27 1995,/images/blackbar.gif,60687,4.71,4,406,6,,,,,
Tue Aug 22 16:51:40 1995,/SDSC/Geninfo/Internet/health,60700,410.01,1,432,4,,,,,
Tue Aug 22 16:51:45 1995,/vrml,60705,73.11,3,316,13,,,,,
Tue Aug 22 16:51:47 1995,/SDSC/Partners/vrml/Images/cube.gif,60707,70.32,2,151,6,,,,,
Tue Aug 22 16:51:47 1995,/,60707,233.89,4,430,2,,,,,
Tue Aug 22 16:51:47 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60707,450.42,1,380,7,,,,,
Tue Aug 22 16:51:47 1995,/SDSC/Partners/vrml/Images/cone.gif,60707,127.44,4,60,1,,,,,
Tue Aug 22 16:51:47 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60707,534.53,3,323,12,,,,,
Tue Aug 22 16:51:47 1995,/images/logo.gif,60707,280.91,1,95,3,,,,,
Tue Aug 22 16:51:52 1995,/images/biglogo.gif,60712,348.38,1,80,14,,,,,
Tue Aug 22 16:51:55 1995,/images/iotw.gif,60715,392.72,4,64,4,,,,,
Tue Aug 22 16:51:57 1995,/SDSC/Partners/vrml/doc.html,60717,521.4,3,304,2,,,,,
Tue Aug 22 16:51:59 1995,/images/redbar.gif,60719,186.32,4,440,5,,,,,
Tue Aug 22 16:52:05 1995,/SDSC/Partners/vrml/examples.html,60725,68.84,4,229,5,,,,,
Tue Aug 22 16:52:07 1995,/images/blackbar.gif,60727,4.71,4,406,5,,,,,
Tue Aug 22 16:52:09 1995,/images/blackbar.gif,60729,4.71,4,406,7,,,,,
Tue Aug 22 16:52:12 1995,/SDSC/Partners/vrml/Images/cube.gif,60732,70.32,2,151,15,,,,,
Tue Aug 22 16:52:12 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60732,409.49,1,191,7,,,,,
Tue Aug 22 16:52:15 1995,/SDSC/Partners/vrml/examples.html,60735,68.84,4,229,7,,,,,
Tue Aug 22 16:52:17 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60737,409.49,1,191,12,,,,,
Tue Aug 22 16:52:21 1995,/images/copyright.xbm,60741,42.65,4,211,11,,,,,
Tue Aug 22 16:52:23 1995,/SDSC/Partners/vrml/software/browsers.html,60743,364.22,2,182,12,,,,,
Tue Aug 22 16:52:25 1995,/SDSC/Partners/vrml/Images/sphere_green.gif,60745,409.49,1,191,11,,,,,
Tue Aug 22 16:52:27 1995,/SDSC/Geninfo/SDarea/sdarea.html,60747,67.78,2,263,14,,,,,
Tue Aug 22 16:52:27 1995,/SDSC/Geninfo/copyright.txt,60747,280.35,1,198,11,,,,,
Tue Aug 22 16:52:32 1995,/SDSC/Geninfo/SDarea/Images/sdareabar.GIF,60752,503.06,1,145,15,,,,,
Tue Aug 22 16:52:37 1995,/SDSC/Geninfo/SDarea/Images/sdarea.GIF,60757,139.28,3,226,9,,,,,
Tue Aug 22 16:52:40 1995,/vrml,60760,73.11,3,316,5,,,,,
Tue Aug 22 16:52:41 1995,/SDSC/Partners/vrml/software/modelers.html,60761,4.75,2,261,10,,,,,
Tue Aug 22 16:52:41 1995,/SDSC/Partners/vrml/Images/vrml.banner.gif,60761,450.42,1,380,6,,,,,
Tue Aug 22 16:52:42 1995,/SDSC/Partners/vrml/Images/SDSClogo.gif,60762,534.53,3,323,3,,,,,
Tue Aug 22 16:52:47 1995,/SDSC/Partners/vrml/Images/cube.gif,60767,70.32,2,151,10,,,,,
Tue Aug 22 16:52:51 1995,/SDSC/Partners/vrml/examples.html,60771,68.84,4,229,13,,,,,
Tue Aug 22 16:52:55 1995,/SDSC/Partners/vrml/repos_software.html,60775,387.05,2,440,2,,,,,
Tue Aug 22 16:52:59 1995,/SDSC/Partners/vrml/Images/cone.gif,60779,127.44,4,60,5,,,,,
Tue Aug 22 16:53:00 1995,/EnablingTech/Visualization/vrml/webview.html,60780,445.63,2,457,13,,,,,
Tue Aug 22 16:53:01 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview.gif,60781,400.6,2,314,8,,,,,
Tue Aug 22 16:53:11 1995,/SDSC/Partners/vrml/repos_software.html,60791,387.05,2,440,10,,,,,
Tue Aug 22 16:53:19 1995,/SDSC/Partners/vrml/software/browsers.html,60799,364.22,2,182,2,,,,,
Tue Aug 22 16:53:21 1995,/EnablingTech/Visualization/vrml/tools/webview/help/webview_building_v1.0b1.html,60801,302.55,1,372,6,,,,,
Tue Aug 22 16:53:21 1995,/,60801,233.89,4,430,9,,,,,
